group_id,group_size,risk,labels,sources,image_ids,distinct_labels,distinct_sources,retained_images
1b717f2525488a56,2,contained,orange___haunglongbing_citrus_greening,color,1b717f2525488a56 6e48fe4da38f0c3c,1,1,0
1b948f3f6f6ee3b9,2,contained,soybean___healthy,color,1b948f3f6f6ee3b9 061eb8fad22e872c,1,1,1
1b9725b399780330,2,contained,orange___haunglongbing_citrus_greening,color,2b381d68048f3a3d 1b9725b399780330,1,1,1
1c7e79962132ff8f,2,label_conflict,potato___early_blight | soybean___healthy,color,9f18c893a96a0fcf 1c7e79962132ff8f,2,1,1
1d8c325a2b1ffa11,2,contained,soybean___healthy,color,8073a6be3fa7d6f9 1d8c325a2b1ffa11,1,1,1
1e6c2bc4d6159a39,2,contained,soybean___healthy,color,e0357d74578ab244 1e6c2bc4d6159a39,1,1,1
2069f30571e20e9e,2,label_conflict,pepper_bell___healthy | soybean___healthy,color,2069f30571e20e9e 68c474c54fbb248d,2,1,1
2188963b65f575d5,2,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy,color,1b5143f21061e63d 2188963b65f575d5,2,1,1
21fc418b8fe2375d,2,contained,soybean___healthy,color,21fc418b8fe2375d 9ddb0b28b9724091,1,1,1
22dc8cfa171f3ed5,2,label_conflict,cherry_including_sour___healthy | raspberry___healthy,color,4bc9e27e3adfe803 22dc8cfa171f3ed5,2,1,1
244caffaf15dedf7,2,contained,cherry_including_sour___powdery_mildew,color,de1b9f70c7a57851 244caffaf15dedf7,1,1,1
24b39ff773003fd2,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,24b39ff773003fd2 0aecae2b6a93b636,1,1,1
2657d41bc3e22ee8,2,contained,soybean___healthy,color,2657d41bc3e22ee8 3a8d946195543333,1,1,1
273fec2f96d921ef,2,label_conflict,potato___late_blight | strawberry___leaf_scorch,color,273fec2f96d921ef a52ef16fc3b52429,2,1,1
2768324e0b50462a,2,label_conflict,cherry_including_sour___healthy | soybean___healthy,color,9d7934200b14870a 2768324e0b50462a,2,1,1
28032426e0979993,2,contained,tomato___late_blight,color,28032426e0979993 0532d528aa851424,1,1,0
287f775c8112a315,2,contained,soybean___healthy,color,287f775c8112a315 f8608e2654f4b466,1,1,1
2899d6f77a5d8fe1,2,label_conflict,blueberry___healthy | tomato___spider_mites_two_spotted_spider_mite,color,2899d6f77a5d8fe1 f0d634fc603f04d7,2,1,1
2956f80cf7c38319,2,contained,soybean___healthy,color,7f674fce1c60b76e 2956f80cf7c38319,1,1,1
2aa9d8ee1a42c4ac,2,label_conflict,pepper_bell___bacterial_spot | soybean___healthy,color,27d0c1f52a6d6c9f 2aa9d8ee1a42c4ac,2,1,1
2ad9c150ace67fbe,2,label_conflict,tomato___leaf_mold | tomato___spider_mites_two_spotted_spider_mite,color,2ad9c150ace67fbe 40808e6579494b02,2,1,1
2af65c7ed549a7d8,2,contained,orange___haunglongbing_citrus_greening,color,7b5db1c77a5ef2b2 2af65c7ed549a7d8,1,1,1
2b8d327b94fe62dd,2,contained,cherry_including_sour___powdery_mildew,color,6d0882a236a12a08 2b8d327b94fe62dd,1,1,1
2c91355ecac83275,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,2c91355ecac83275 2b76bd1c22f35a5d,1,1,1
2ca7238efe63cdf0,2,contained,tomato___healthy,color,2ca7238efe63cdf0 8500c7e23502b644,1,1,1
2d56f40c3b4f3322,2,contained,soybean___healthy,color,cb50675adf2ceb0f 2d56f40c3b4f3322,1,1,1
2d86dbeb3cf70354,2,contained,soybean___healthy,color,77cca624309d7d13 2d86dbeb3cf70354,1,1,1
2d913c675d98a7f3,2,contained,tomato___late_blight,color,2d913c675d98a7f3 13767aef3b1d76f0,1,1,1
2ee53a385f60c720,2,contained,soybean___healthy,color,2ee53a385f60c720 1eda99c7059449e2,1,1,1
2ef69ff10184ce77,2,contained,soybean___healthy,color,2ef69ff10184ce77 9a9e11a9abe57c7b,1,1,1
2efc3b72d5c1eee1,2,contained,orange___haunglongbing_citrus_greening,color,b6f6429275548458 2efc3b72d5c1eee1,1,1,1
2efebaa97e85f547,2,contained,soybean___healthy,color,2efebaa97e85f547 0e953be5796b81bd,1,1,1
2faf4a1a0ac88403,2,contained,soybean___healthy,color,2faf4a1a0ac88403 17b0be4905e20963,1,1,1
2fbb0c777715864e,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,bc30252ccdde81cc 2fbb0c777715864e,1,1,0
309a347dd1bfcb0d,2,contained,tomato___healthy,color,309a347dd1bfcb0d 8ab43e2c90d5fd8a,1,1,1
3131cb1293f79101,2,label_conflict,soybean___healthy | tomato___septoria_leaf_spot,color,3131cb1293f79101 207b7d85c0740c02,2,1,1
318044cef300d54f,2,contained,raspberry___healthy,color,318044cef300d54f 691792522461c999,1,1,1
32e07ef1f676e9eb,2,contained,soybean___healthy,color,32e07ef1f676e9eb a4ca46c5e36f9355,1,1,1
332352c3a1750a8c,2,label_conflict,apple___healthy | soybean___healthy,color,332352c3a1750a8c 79f4cd59009bb2f5,2,1,1
333e8a1dab5521c5,2,contained,soybean___healthy,color,d881cab2f643b5d0 333e8a1dab5521c5,1,1,1
33e0078a0641630d,2,contained,soybean___healthy,color,33e0078a0641630d 8962d58ba1ff33eb,1,1,1
346db9254eed78ac,2,contained,soybean___healthy,color,346db9254eed78ac 1d0ae926e9d0a5b8,1,1,1
361b285a81beaa9d,2,contained,grape___black_rot,color,d777a86a341e8c56 361b285a81beaa9d,1,1,1
36c079aeea8d94a6,2,contained,soybean___healthy,color,36c079aeea8d94a6 14087d3817f3eaac,1,1,1
376eb6f56ae4bd29,2,contained,tomato___late_blight,color,376eb6f56ae4bd29 5f6f656f370c02d3,1,1,0
38235c95bc7bfad2,2,contained,pepper_bell___bacterial_spot,color,38235c95bc7bfad2 984476058c4f1027,1,1,1
3861bf5c16cf335a,2,contained,soybean___healthy,color,cc49732c2a2954c7 3861bf5c16cf335a,1,1,1
38e9560a46878381,2,label_conflict,apple___healthy | cherry_including_sour___healthy,color,38e9560a46878381 4c2900b265f8d01a,2,1,1
39d66b12a7113be8,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,8f64279335e97f40 39d66b12a7113be8,1,1,1
3bc965263f6af6ca,2,contained,soybean___healthy,color,3bc965263f6af6ca 18f70f635b3a1ae8,1,1,1
3be24de8a5edd8a5,2,contained,soybean___healthy,color,091c0348d3ac8cb6 3be24de8a5edd8a5,1,1,1
401fe6412d2bcc3e,2,contained,soybean___healthy,color,401fe6412d2bcc3e 1e02184f70491bdb,1,1,1
415c3c0d79dfb651,2,contained,soybean___healthy,color,415c3c0d79dfb651 2df4e1abae68cc12,1,1,1
41ec4523d0cf6bd7,2,contained,raspberry___healthy,color,f98816dd56da3d76 41ec4523d0cf6bd7,1,1,1
420816d72dd005de,2,contained,orange___haunglongbing_citrus_greening,color,420816d72dd005de f3a0206b8e5d03e9,1,1,0
42d7e73852b68a57,2,contained,soybean___healthy,color,e5543247bcc51a78 42d7e73852b68a57,1,1,1
432ef86ff4da14c7,2,contained,soybean___healthy,color,d14612df82ddf8ce 432ef86ff4da14c7,1,1,1
4416b6f3359e995e,2,contained,tomato___spider_mites_two_spotted_spider_mite,color,88ba9343981ed534 4416b6f3359e995e,1,1,1
445fee4e2f3cf1c3,2,contained,orange___haunglongbing_citrus_greening,color,445fee4e2f3cf1c3 ec224efd7a2f6299,1,1,0
4472b7e7a7f9a3c4,2,label_conflict,orange___haunglongbing_citrus_greening | tomato___bacterial_spot,color,82e79370e84b22b6 4472b7e7a7f9a3c4,2,1,1
44cc553764b35173,2,contained,soybean___healthy,color,c6f1d4fd3082ebbc 44cc553764b35173,1,1,1
44e0790d7eb99464,2,contained,orange___haunglongbing_citrus_greening,color,44e0790d7eb99464 9b6049bb7f3b4d67,1,1,1
458f58eb3b7cb5b5,2,label_conflict,apple___healthy | cherry_including_sour___healthy,color,458f58eb3b7cb5b5 4eec204988e6367f,2,1,1
45d95d5732f75607,2,contained,soybean___healthy,color,45d95d5732f75607 f83b4da61bc88652,1,1,1
460a9eebd9fd4c64,2,contained,tomato___bacterial_spot,color,460a9eebd9fd4c64 7af96fc45e97e50b,1,1,1
46fab67ebeb64287,2,contained,soybean___healthy,color,46fab67ebeb64287 f4d534aa79a18d6d,1,1,1
47210fc872a24ce1,2,label_conflict,apple___healthy | soybean___healthy,color,47210fc872a24ce1 1a043c9ac962e1e4,2,1,1
47a16abd95ef24ae,2,contained,orange___haunglongbing_citrus_greening,color,47a16abd95ef24ae 47466d8b5dd17196,1,1,0
483716813f8b6e3e,2,contained,tomato___tomato_mosaic_virus,color,483716813f8b6e3e ae2a36d299bc8d2f,1,1,1
4a275a9aa41bb17b,2,label_conflict,soybean___healthy | tomato___leaf_mold,color,8b29a045b669da9b 4a275a9aa41bb17b,2,1,1
4a30b7b567d99e09,2,contained,soybean___healthy,color,4a30b7b567d99e09 fb0b11b2c6a1b7e0,1,1,1
4abce034224ecbf7,2,contained,grape___esca_black_measles,color,5e3e5e34b7a13355 4abce034224ecbf7,1,1,1
4bce3b79e59f6295,2,contained,soybean___healthy,color,4bce3b79e59f6295 6daa6ba9bfc27448,1,1,1
4cd089f453fe6981,2,contained,potato___late_blight,color,3a46ca2e248ec9b4 4cd089f453fe6981,1,1,1
4d00b24d7e39ff0f,2,contained,soybean___healthy,color,4d00b24d7e39ff0f 28e33eea7a716711,1,1,1
4e7f7997978274f0,2,contained,soybean___healthy,color,d992756a1e51af6a 4e7f7997978274f0,1,1,1
4fcd816c73ec9a63,2,contained,soybean___healthy,color,4fcd816c73ec9a63 291772e3bd5ff006,1,1,1
502fb061fc2c9fe3,2,label_conflict,soybean___healthy | tomato___bacterial_spot,color,502fb061fc2c9fe3 1f173dc5f8eed564,2,1,1
5045f14ecb2217d8,2,contained,apple___healthy,color,5045f14ecb2217d8 6fb93c2ecacd6de5,1,1,1
50e2614bbf925538,2,label_conflict,pepper_bell___healthy | soybean___healthy,color,50e2614bbf925538 5b159af945a60fb5,2,1,1
511a589c6e491302,2,label_conflict,soybean___healthy | tomato___late_blight,color,ff1b5ef60c9c524f 511a589c6e491302,2,1,1
5319c6567b9c7e58,2,label_conflict,pepper_bell___healthy | soybean___healthy,color,5319c6567b9c7e58 67dd114da2cec4bd,2,1,1
535081f66985ed3a,2,contained,orange___haunglongbing_citrus_greening,color,535081f66985ed3a 47eaed6cb217805c,1,1,0
5574d49357963303,2,contained,orange___haunglongbing_citrus_greening,color,974dd92a6a013447 5574d49357963303,1,1,1
55cd281c99c54705,2,label_conflict,blueberry___healthy | tomato___tomato_mosaic_virus,color,55cd281c99c54705 ed4f04206245f67d,2,1,1
563b29cdd102adcd,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,830ad982de56baef 563b29cdd102adcd,1,1,1
5642c32fbaec60cc,2,label_conflict,pepper_bell___bacterial_spot | soybean___healthy,color,38f312bb0c7e6659 5642c32fbaec60cc,2,1,1
56c091c3be6d0ce3,2,contained,soybean___healthy,color,51eb706a31fd934b 56c091c3be6d0ce3,1,1,1
56f45b7cf0536bf1,2,contained,tomato___late_blight,color,56f45b7cf0536bf1 7f67e7cca98e533d,1,1,1
570b6842b940bf72,2,contained,soybean___healthy,color,f6b5767f097fd18e 570b6842b940bf72,1,1,1
572f698967c1c316,2,contained,soybean___healthy,color,a747411fe80f236f 572f698967c1c316,1,1,1
577b2517f38be1fa,2,contained,blueberry___healthy,color,c179a256137078d4 577b2517f38be1fa,1,1,1
57f0d2abbf291409,2,contained,soybean___healthy,color,57f0d2abbf291409 54d4d705254238b5,1,1,1
57f24910ebedfec0,2,contained,soybean___healthy,color,57f24910ebedfec0 921c858e1244b89a,1,1,1
58147f6abe894b05,2,contained,blueberry___healthy,color,58147f6abe894b05 4707912c144058d4,1,1,1
58735b03ff0a8a79,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,58735b03ff0a8a79 084a87c6c162a21f,1,1,0
58c8bdd564c406d2,2,contained,soybean___healthy,color,58c8bdd564c406d2 aee728e8e4b903ab,1,1,1
58f76c7db6a4bde1,2,label_conflict,orange___haunglongbing_citrus_greening | potato___late_blight,color,58f76c7db6a4bde1 535d2cbaa65541a2,2,1,1
59c32d7e1eac109f,2,contained,orange___haunglongbing_citrus_greening,color,c23c5c5678f17e17 59c32d7e1eac109f,1,1,1
5a10b5856511afed,2,contained,pepper_bell___healthy,color,5a10b5856511afed 568446c117ff3334,1,1,1
5abad5fdfc9680bf,2,contained,soybean___healthy,color,6a283e677feba33b 5abad5fdfc9680bf,1,1,1
5ac868e614641100,2,contained,soybean___healthy,color,75a5846672954a04 5ac868e614641100,1,1,1
5bb066319b02f240,2,contained,soybean___healthy,color,f2b1d32c431daa4e 5bb066319b02f240,1,1,1
5d520deba4c55f3a,2,contained,soybean___healthy,color,9ba52e017aded20f 5d520deba4c55f3a,1,1,1
5d9b70f6298fd733,2,contained,soybean___healthy,color,8bb94a50a7bef42b 5d9b70f6298fd733,1,1,1
5f4105ef3b206c63,2,contained,tomato___healthy,color,8c9bc6a03504fec8 5f4105ef3b206c63,1,1,1
5fa2367ff2cc7c20,2,contained,soybean___healthy,color,5fa2367ff2cc7c20 5dcdf0e6201345cc,1,1,1
605cdadd71bc3dfd,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,edcb4903dd5c4b91 605cdadd71bc3dfd,1,1,1
605dacbf94d07fbb,2,contained,raspberry___healthy,color,605dacbf94d07fbb 62b5003e63bfdac1,1,1,1
6065ba17f3da3f13,2,contained,soybean___healthy,color,6065ba17f3da3f13 a5799c488fd1944b,1,1,1
610b2995ae08b1cc,2,contained,soybean___healthy,color,01e79273746d6691 610b2995ae08b1cc,1,1,1
6148ef3f26d07921,2,contained,tomato___healthy,color,6148ef3f26d07921 236678d769198f2e,1,1,1
6353badf5b9a5c16,2,contained,cherry_including_sour___healthy,color,6353badf5b9a5c16 9739fc915a64e6b2,1,1,1
63d303d75b5a0e6b,2,contained,soybean___healthy,color,63d303d75b5a0e6b b09eb0d34e00729d,1,1,1
63ea3c6ddf2f3562,2,contained,tomato___healthy,color,9c94002217ec7ff3 63ea3c6ddf2f3562,1,1,1
641210d4c64b2d57,2,contained,orange___haunglongbing_citrus_greening,color,468ea45449472100 641210d4c64b2d57,1,1,1
6579260efdfb96a7,2,label_conflict,blueberry___healthy | tomato___spider_mites_two_spotted_spider_mite,color,6579260efdfb96a7 d70b2fbf45caae65,2,1,1
66b279375f44acab,2,contained,soybean___healthy,color,c6bc29d0e2d410a6 66b279375f44acab,1,1,1
66bc7d38c95c7a75,2,contained,tomato___healthy,color,0e00c9df7dddf90b 66bc7d38c95c7a75,1,1,1
673cf77e79f08402,2,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy,color,4b806fbe122f4335 673cf77e79f08402,2,1,1
67634c4a4b6bb6b4,2,contained,orange___haunglongbing_citrus_greening,color,67634c4a4b6bb6b4 03b81d1f2f2d8e68,1,1,1
677022d5d50bb543,2,label_conflict,pepper_bell___bacterial_spot | pepper_bell___healthy,color,33987d84d586dfd1 677022d5d50bb543,2,1,1
67753cdce5fc1597,2,contained,soybean___healthy,color,5bcf271ac5288116 67753cdce5fc1597,1,1,1
68152d1579ee0249,2,contained,apple___healthy,color,68152d1579ee0249 99caf77f422da281,1,1,1
684679b8b7cf67d7,2,contained,apple___healthy,color,684679b8b7cf67d7 e95ee3452741e5e5,1,1,1
693d24a80786231d,2,label_conflict,pepper_bell___bacterial_spot | soybean___healthy,color,693d24a80786231d 75eb0eb87f50ed20,2,1,1
694f6fd27c1f325b,2,label_conflict,blueberry___healthy | tomato___leaf_mold,color,694f6fd27c1f325b c58acd3816e30c30,2,1,1
694fc23a9d78b690,2,contained,soybean___healthy,color,b0a04184fd6fae6e 694fc23a9d78b690,1,1,1
6abfa423f77999c0,2,contained,tomato___healthy,color,6abfa423f77999c0 7ef84c1f3e0cd272,1,1,1
6be8e6466c9811d8,2,contained,cherry_including_sour___powdery_mildew,color,6be8e6466c9811d8 69ff9008361bc6fe,1,1,1
6ca204b8e1c852c0,2,contained,soybean___healthy,color,6ca204b8e1c852c0 fa4fc7d8f38607b0,1,1,1
6cb34613a9a3168f,2,contained,peach___bacterial_spot,color,7989db4d407b6c6f 6cb34613a9a3168f,1,1,1
6e3d2830d7d5ca56,2,label_conflict,cherry_including_sour___healthy | tomato___septoria_leaf_spot,color,8e80278e24a03849 6e3d2830d7d5ca56,2,1,1
6e429705a5ec47fd,2,contained,cherry_including_sour___healthy,color,6e429705a5ec47fd 28c7b23c35a2bdc2,1,1,1
6ecc079caf9ba406,2,contained,soybean___healthy,color,d7a8128a501a3488 6ecc079caf9ba406,1,1,1
6ee9956fe0887057,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,6ee9956fe0887057 a70a3d4c95c17e33,1,1,0
705c9895a57147dd,2,contained,soybean___healthy,color,c5867d539c0e6afc 705c9895a57147dd,1,1,1
70f9f92cece24262,2,contained,soybean___healthy,color,bce0a9aaf084782c 70f9f92cece24262,1,1,1
71d64712ff577a90,2,contained,orange___haunglongbing_citrus_greening,color,3840f5564941baee 71d64712ff577a90,1,1,1
7202112df929a2dd,2,label_conflict,grape___esca_black_measles | tomato___bacterial_spot,color,7202112df929a2dd afc8be329310d633,2,1,1
720e6249ea699214,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,b91a886fdc707d5c 720e6249ea699214,1,1,1
72ccebe533a2bd2a,2,contained,soybean___healthy,color,72ccebe533a2bd2a 9fa4823a08532a1b,1,1,1
72d3e3be6ba1c8a8,2,contained,orange___haunglongbing_citrus_greening,color,72d3e3be6ba1c8a8 2029d178723172e1,1,1,1
7343bb1bbf1aaaf0,2,label_conflict,raspberry___healthy | soybean___healthy,color,98a18788825db69e 7343bb1bbf1aaaf0,2,1,1
737ccc44c9230c19,2,contained,soybean___healthy,color,737ccc44c9230c19 82249e9a78120085,1,1,1
73a821ef9ca83668,2,contained,tomato___late_blight,color,73a821ef9ca83668 b36b77cb3fbaf826,1,1,0
74100d71c6d33563,2,label_conflict,pepper_bell___healthy | tomato___bacterial_spot,color,74100d71c6d33563 9f35f177e3de1d34,2,1,1
75679569bb0c0cfa,2,label_conflict,soybean___healthy | tomato___early_blight,color,75679569bb0c0cfa 77fecbd3e80b8038,2,1,1
768bbde97efc24f3,2,label_conflict,cherry_including_sour___healthy | soybean___healthy,color,d889dff02b860978 768bbde97efc24f3,2,1,1
77add0d1c40acdb0,2,contained,soybean___healthy,color,77add0d1c40acdb0 a7c25e2370988f1f,1,1,1
782f9b40b33307f5,2,contained,pepper_bell___healthy,color,18e2c9bea804c6cb 782f9b40b33307f5,1,1,1
7c132d8facf1e46d,2,contained,soybean___healthy,color,7c132d8facf1e46d 60887ab7eb73383e,1,1,1
7ccb74eb99aa0a5c,2,contained,cherry_including_sour___healthy,color,7ccb74eb99aa0a5c 6fc785be6461c4a9,1,1,1
7df7d64837571629,2,label_conflict,apple___healthy | soybean___healthy,color,8b15a466dbca2b03 7df7d64837571629,2,1,1
7e3e071281d204a9,2,contained,tomato___spider_mites_two_spotted_spider_mite,color,7e3e071281d204a9 527e3ba37164387c,1,1,1
7e9bea66ccaeda11,2,contained,tomato___late_blight,color,4a4f368c15beb783 7e9bea66ccaeda11,1,1,1
7f0f2cbc39a98eaa,2,label_conflict,apple___apple_scab | blueberry___healthy,color,7f0f2cbc39a98eaa af826ec171c27798,2,1,1
7f8a1d4043910b63,2,label_conflict,orange___haunglongbing_citrus_greening | soybean___healthy,color,52102d085e26b3a5 7f8a1d4043910b63,2,1,1
806fbbb94a0531af,2,contained,raspberry___healthy,color,ed49344decda3206 806fbbb94a0531af,1,1,1
80aca46d7454ce5c,2,contained,soybean___healthy,color,80aca46d7454ce5c 3f2718a9c2dba7be,1,1,1
818314d701b13c9b,2,contained,soybean___healthy,color,e5176e71b72eca27 818314d701b13c9b,1,1,1
82bbe5db123a3ee0,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,82bbe5db123a3ee0 dbd5254e5df9fd4f,1,1,1
840fe4f13cab78ff,2,contained,corn_maize___healthy,color,840fe4f13cab78ff 31884d176b7eb1c8,1,1,1
84d313fc9db200e0,2,contained,soybean___healthy,color,09badba30137f809 84d313fc9db200e0,1,1,1
852a0f180ed63b99,2,contained,soybean___healthy,color,483efed5f473a971 852a0f180ed63b99,1,1,1
86d293feaadafbcd,2,contained,tomato___late_blight,color,86d293feaadafbcd 891c7ddc2745872c,1,1,1
87da72c8f92b2487,2,contained,orange___haunglongbing_citrus_greening,color,ae60ab5a8473cb41 87da72c8f92b2487,1,1,1
87fcb3201d561e83,2,contained,orange___haunglongbing_citrus_greening,color,87fcb3201d561e83 8bada24edc85a4f4,1,1,1
896dafc4d3a4fb21,2,contained,pepper_bell___healthy,color,896dafc4d3a4fb21 d0090d799d4f8b8e,1,1,1
8a0fab89e6eba730,2,contained,tomato___healthy,color,8a0fab89e6eba730 6c790ef9ce585ef7,1,1,1
8a5a9c88b357b66d,2,contained,soybean___healthy,color,8a5a9c88b357b66d 5327dc23e7a7f17a,1,1,1
8a6037b33631f725,2,contained,soybean___healthy,color,8a6037b33631f725 7d171888a4b19acf,1,1,1
8ac7706c89a63a2e,2,contained,apple___black_rot,color,95ab1bed559ddb4f 8ac7706c89a63a2e,1,1,1
8b18aa5b8e481d74,2,contained,soybean___healthy,color,8b18aa5b8e481d74 f6c80539dff4fd16,1,1,1
8bd745bbfb2f94fd,2,contained,soybean___healthy,color,f7f219ecfeaa7699 8bd745bbfb2f94fd,1,1,1
8bfdf4d0ddca2cb2,2,contained,apple___apple_scab,color,8bfdf4d0ddca2cb2 b32ba5ed5b1febfe,1,1,1
8d0647dbdc40afe5,2,contained,orange___haunglongbing_citrus_greening,color,915d39a366db02a8 8d0647dbdc40afe5,1,1,0
8d3022b335e2e4fe,2,label_conflict,soybean___healthy | tomato___early_blight,color,8d3022b335e2e4fe ba2d37cfab7cf5d9,2,1,1
8ee6edbe2061debf,2,contained,tomato___bacterial_spot,color,8ee6edbe2061debf 962ec615ccb41a5b,1,1,1
8f610c9fc062066c,2,contained,tomato___healthy,color,dc23bfb29c542608 8f610c9fc062066c,1,1,1
8fbb7b078618108a,2,label_conflict,pepper_bell___healthy | soybean___healthy,color,3844bd54a1902ff9 8fbb7b078618108a,2,1,1
90090806e724263f,2,contained,apple___healthy,color,90090806e724263f 6f25cb3491db3158,1,1,1
913f25c7687c5358,2,contained,soybean___healthy,color,78a848de2cb396cb 913f25c7687c5358,1,1,1
91b50488b0e04eb5,2,contained,soybean___healthy,color,5245a0d55223f242 91b50488b0e04eb5,1,1,1
91f15e043f73b09d,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,f2447974ee0a5eed 91f15e043f73b09d,1,1,1
92cd8fc864d4de2a,2,label_conflict,blueberry___healthy | soybean___healthy,color,92cd8fc864d4de2a 2fa8529e7e7d39f4,2,1,1
92eba9a4337c92bd,2,contained,soybean___healthy,color,92eba9a4337c92bd d5e82a72b912c8d0,1,1,1
92f5f25da029dcee,2,contained,strawberry___healthy,color,92f5f25da029dcee 329f848551572235,1,1,1
947f52f99ab246c5,2,contained,soybean___healthy,color,3d99e97a28e6e62b 947f52f99ab246c5,1,1,1
9480363211b44530,2,contained,cherry_including_sour___powdery_mildew,color,9480363211b44530 55f8d2e90ec90fed,1,1,1
96139cab2acf9e64,2,contained,soybean___healthy,color,96139cab2acf9e64 b42a65839d372f16,1,1,1
965031edb5fdf106,2,contained,grape___healthy,color,965031edb5fdf106 39fa41d92b48aeff,1,1,1
977b6cefa387e2c0,2,label_conflict,soybean___healthy | tomato___bacterial_spot,color,977b6cefa387e2c0 5166123d450e0e37,2,1,1
97f63b87241ce169,2,contained,tomato___late_blight,color,97f63b87241ce169 c049ac9367021e0b,1,1,1
9827b7f18f1039c8,2,contained,tomato___tomato_yellow_leaf_curl_virus,color,9827b7f18f1039c8 21fca40859e931cb,1,1,1
990b02d2fad144a9,2,label_conflict,orange___haunglongbing_citrus_greening | potato___healthy,color,990b02d2fad144a9 47897d32bb6745f8,2,1,1
99ff0a88ccd480e3,2,contained,orange___haunglongbing_citrus_greening,color,0953da5d4f774f7d 99ff0a88ccd480e3,1,1,1
9a6556627b1b8054,2,contained,raspberry___healthy,color,9a6556627b1b8054 a8631f508066eb79,1,1,1
9ae3ddad91e66b22,2,contained,raspberry___healthy,color,d7ef1bbba75177fa 9ae3ddad91e66b22,1,1,1
9b85b29b75673e32,2,contained,soybean___healthy,color,a936447d6cc187ec 9b85b29b75673e32,1,1,1
9bad42218626fe5b,2,contained,soybean___healthy,color,9bad42218626fe5b e9d5766386538275,1,1,1
9cb3040f5adf5414,2,contained,soybean___healthy,color,ea9d59933fed3ca3 9cb3040f5adf5414,1,1,1
9d217f9b6b8f13ec,2,contained,soybean___healthy,color,9d217f9b6b8f13ec d6e262e791365a70,1,1,1
9d639100ebd0bbbf,2,label_conflict,cherry_including_sour___healthy | soybean___healthy,color,dae9990699321a3b 9d639100ebd0bbbf,2,1,1
9dfafbff0c69b3e1,2,label_conflict,pepper_bell___healthy | soybean___healthy,color,9dfafbff0c69b3e1 02c3de8fe2307a2b,2,1,1
9e6563934eecb12c,2,contained,raspberry___healthy,color,9e6563934eecb12c 70ef7eb0c4c1f9b6,1,1,1
9ecbe25349fd8faa,2,contained,pepper_bell___healthy,color,9ecbe25349fd8faa 65d4eaf5a9036218,1,1,1
9efd56ab662a0306,2,label_conflict,raspberry___healthy | soybean___healthy,color,9efd56ab662a0306 da7c07866326a47a,2,1,1
9f1e375864ed7760,2,contained,raspberry___healthy,color,4d205bb1247543ef 9f1e375864ed7760,1,1,1
a1ecc458346c62c8,2,label_conflict,peach___bacterial_spot | tomato___early_blight,color,b0817e59d91a4a17 a1ecc458346c62c8,2,1,1
a34d3372f722f46d,2,contained,soybean___healthy,color,ab7f94aca91069a8 a34d3372f722f46d,1,1,1
a4b52a012f0efa46,2,label_conflict,raspberry___healthy | soybean___healthy,color,a4b52a012f0efa46 6acb89a96e6c1f9b,2,1,1
a4d79f665e642da9,2,contained,soybean___healthy,color,802b651b584787ec a4d79f665e642da9,1,1,1
a558c826b29c9f9e,2,contained,apple___healthy,color,a558c826b29c9f9e bcfd1cb4175746a8,1,1,1
a5ffe4b096b5109a,2,contained,soybean___healthy,color,d96a8a3d53b3789f a5ffe4b096b5109a,1,1,1
a64dd1d1bc8159f4,2,contained,soybean___healthy,color,a64dd1d1bc8159f4 bbb55278af7d723e,1,1,1
a6858bfde5903e60,2,contained,soybean___healthy,color,a6858bfde5903e60 490412f2c0e6fb10,1,1,1
a796cbc00b3ed29d,2,contained,soybean___healthy,color,a796cbc00b3ed29d 16bb7f2f6107d19b,1,1,1
a8886f198b7cfabd,2,label_conflict,potato___late_blight | soybean___healthy,color,070e96916a0edc66 a8886f198b7cfabd,2,1,1
a8c9cb54d7e867eb,2,contained,tomato___late_blight,color,d4c7db84f2b0a058 a8c9cb54d7e867eb,1,1,1
a925cb365ebe1b9d,2,contained,pepper_bell___healthy,color,a11a09ae8c4c35a7 a925cb365ebe1b9d,1,1,1
a9de0a9d990cec7f,2,contained,cherry_including_sour___powdery_mildew,color,a9de0a9d990cec7f dbea33952a0c8a73,1,1,1
aa08d9bf5a1291db,2,contained,apple___black_rot,color,54cbff538643d216 aa08d9bf5a1291db,1,1,1
aa1d16a849965b03,2,contained,tomato___healthy,color,aa1d16a849965b03 29564648f1a8fb45,1,1,1
aaf355f735beec43,2,contained,soybean___healthy,color,aaf355f735beec43 57ca30ce534deb3b,1,1,1
ab4215ca19d32762,2,contained,soybean___healthy,color,ab4215ca19d32762 8cee2567ae420197,1,1,1
