group_id,group_size,image_id,role,duplicate_of,hamming_distance,similarity,dataset_name,label,source_relpath,perceptual_hash,status
d4fddb76d0b2663c,211,b002704553b265e5,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/89825f00-f926-4244-96e8-bdcd9dcf2603___RS_HL 5231.JPG,bf979158ca61c465,rejected
d4fddb76d0b2663c,211,f9ca26d719f58f09,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/89d6848c-4bd8-425a-9988-2b076f596093___RS_HL 3835.JPG,bf9fc04a8560d371,rejected
d4fddb76d0b2663c,211,80d3c1aced784537,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/8a2007d8-8210-4863-bd14-bc528b5c4118___RS_HL 5479.JPG,fa9f81d8c669c461,rejected
d4fddb76d0b2663c,211,a50c39c41f280951,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/8a9075ee-ed68-48a9-9b09-223fcd0c0b13___RS_HL 4453.JPG,be9f8158cf61c462,rejected
d4fddb76d0b2663c,211,beff1e453cb567c9,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/8a97850d-1861-4a69-9f44-5a53c3dea596___RS_HL 6132.JPG,af97d04ac16cd670,rejected
d4fddb76d0b2663c,211,f995dea5462f2486,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/8c76beff-437e-4c5a-8c6a-eed877004255___RS_HL 5331.JPG,bf9f905ac368c560,rejected
d4fddb76d0b2663c,211,bceda166f27da1c9,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/8ddd3695-13df-4b8e-9319-87cb30f12372___RS_HL 4463.JPG,bf9f905ac028c735,rejected
d4fddb76d0b2663c,211,0dac06be1997eddf,near_duplicate,d4fddb76d0b2663c,22.0,0.65625,color,soybean___healthy,Soybean___healthy/8fcdfc3b-b9ff-4c55-b80b-4d905680a2b1___RS_HL 3880.JPG,ab9f8548cc61f472,rejected
d4fddb76d0b2663c,211,8303dd5d44f1e322,near_duplicate,d4fddb76d0b2663c,8.0,0.875,color,soybean___healthy,Soybean___healthy/8fce3359-1cb0-4b14-b4e2-7c1433b4f5da___RS_HL 3422.JPG,bf85d05ac16cc764,rejected
d4fddb76d0b2663c,211,abae886c8c937970,near_duplicate,d4fddb76d0b2663c,12.0,0.8125,color,soybean___healthy,Soybean___healthy/8fd25130-c307-4951-8ccb-33cb63c30cfc___RS_HL 6274.JPG,feb0d058ca6dc564,rejected
d4fddb76d0b2663c,211,7dc32b42321b254b,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/9050f7a9-e83a-44a3-abf7-24aee0ca737a___RS_HL 3388.JPG,bf95905fc168c760,rejected
d4fddb76d0b2663c,211,6633218be08bae6b,near_duplicate,d4fddb76d0b2663c,8.0,0.875,color,soybean___healthy,Soybean___healthy/910ad222-33ca-4128-aaa0-7161653e5732___RS_HL 3054.JPG,bf97d0cac16cc630,rejected
d4fddb76d0b2663c,211,e12578a24bfad49b,near_duplicate,d4fddb76d0b2663c,22.0,0.65625,color,soybean___healthy,Soybean___healthy/951756c4-abb8-4562-a6e1-5c3cc189050c___RS_HL 3328.JPG,ff9f81d0cc68c461,rejected
d4fddb76d0b2663c,211,ce7621c64dabf65f,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/98a539a4-6cc9-4fe2-a240-84a658825869___RS_HL 4625.JPG,ff9f845ac268c560,rejected
d4fddb76d0b2663c,211,1be9437489afe453,near_duplicate,d4fddb76d0b2663c,12.0,0.8125,color,soybean___healthy,Soybean___healthy/9aa57fb1-88fc-407b-a655-0a5601e35404___RS_HL 5697 1.JPG,bf97d05ac1648572,rejected
d4fddb76d0b2663c,211,19a0d20a66345f43,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,soybean___healthy,Soybean___healthy/9b0e90ff-549b-4a4e-99af-f2b0319408db___RS_HL 3628.JPG,fa9f8150ce6bc065,rejected
d4fddb76d0b2663c,211,4555e092ef1e18d4,near_duplicate,d4fddb76d0b2663c,8.0,0.875,color,soybean___healthy,Soybean___healthy/9cb7de78-0f98-4fa4-bbf5-ab2a1f6daef3___RS_HL 4913.JPG,be95b05ac3688765,rejected
d4fddb76d0b2663c,211,03f321c158a3f24d,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,soybean___healthy,Soybean___healthy/9cbdadf8-57a6-45e9-977e-f6f124260297___RS_HL 4547.JPG,be9fc1488d61d463,rejected
d4fddb76d0b2663c,211,4972d0d394a61a9a,near_duplicate,d4fddb76d0b2663c,22.0,0.65625,color,soybean___healthy,Soybean___healthy/9d2cc46f-421b-4813-99e8-bf81f21c15e6___RS_HL 2907.JPG,aa1f8550d66bcc65,rejected
d4fddb76d0b2663c,211,a5a4524fab9e63d7,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/9e1987ae-31e9-4e8e-bdcb-0f4dab1f4b92___RS_HL 5513.JPG,af9f945ac268cc61,rejected
d4fddb76d0b2663c,211,0a83c3a803fb846c,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,soybean___healthy,Soybean___healthy/a19c094b-6696-4bb5-8169-783fdaf3fa8e___RS_HL 4478.JPG,bf9fc148c5619463,rejected
d4fddb76d0b2663c,211,809761384f514f40,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/a39f174d-6ff4-4dc4-a1fb-9c4ee0e7a92b___RS_HL 5389.JPG,bf17c05acf608663,rejected
d4fddb76d0b2663c,211,89cbb0223f6affd6,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/a643545d-62d1-4645-8e54-2b79607d5551___RS_HL 6633.JPG,bf9fb45ac0e8c824,rejected
d4fddb76d0b2663c,211,87bb55b84e9e84d9,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/a7aa7f74-407f-44e3-864b-7db088ebb094___RS_HL 5023.JPG,bf97c05acd60c662,rejected
d4fddb76d0b2663c,211,878a8209f2bb67e7,near_duplicate,d4fddb76d0b2663c,6.0,0.90625,color,soybean___healthy,Soybean___healthy/a7da66ee-5bb5-4227-a962-61f6bd913005___RS_HL 3771.JPG,be95d05ac3698764,rejected
d4fddb76d0b2663c,211,f19fe9374f1eda44,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/a8198502-a3f1-4418-9687-a3aea6638690___RS_HL 6208.JPG,bf94d0cac06dc762,rejected
d4fddb76d0b2663c,211,1a2491afcec261e8,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/a8da3165-bbd3-4f30-a1e3-a6c2ad168188___RS_HL 4234.JPG,bf9f905ac069c525,rejected
d4fddb76d0b2663c,211,ffe503d034cc3f64,near_duplicate,d4fddb76d0b2663c,12.0,0.8125,color,soybean___healthy,Soybean___healthy/ab66a10b-a31d-4897-8b8d-368889e3f6f7___RS_HL 6135.JPG,bf17c05ae168c770,rejected
d4fddb76d0b2663c,211,db00b4a94ed87d13,near_duplicate,d4fddb76d0b2663c,22.0,0.65625,color,soybean___healthy,Soybean___healthy/b024f5d2-f307-4bc3-8962-e309e81d2893___RS_HL 5001.JPG,fa9781d8cec8cc61,rejected
d4fddb76d0b2663c,211,13d3dafc55aecd03,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/b09ab269-e19c-4f53-80fe-ee7552d13a61___RS_HL 5502.JPG,bf97d05ac168c670,rejected
d4fddb76d0b2663c,211,6799b3dfdb328fc6,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/b1a8d1e3-48d5-4864-8ab9-be5c48afd602___RS_HL 3774.JPG,be85945ecb68c564,rejected
d4fddb76d0b2663c,211,4c0de4ed1a275630,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,bf97d05ac168c760,rejected
d4fddb76d0b2663c,211,a314fe8342bb91ee,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/b34093d1-010b-4fd1-b95c-ab3d9c7b7f4c___RS_HL 3743.JPG,ff9f80d0ca68c561,rejected
d4fddb76d0b2663c,211,5e3b20eda0304695,near_duplicate,d4fddb76d0b2663c,6.0,0.90625,color,soybean___healthy,Soybean___healthy/b4b751f7-7fe1-4ac9-9d43-41c5c18c4f7a___RS_HL 3291.JPG,bf97904ec16cc730,rejected
d4fddb76d0b2663c,211,3cd82f0093577b67,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/b4f30be3-8f14-4138-8b06-9beb44b20c62___RS_HL 3764.JPG,bf97c058c7619472,rejected
d4fddb76d0b2663c,211,88a8cbc65d30c25e,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/b58b7d91-8ef1-4520-83f7-2de999660512___RS_HL 4455.JPG,ff9f8050ca698563,rejected
d4fddb76d0b2663c,211,35f98d752a74a4a7,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/b5acd86d-9165-406a-9920-9e23b2a6259f___RS_HL 3898.JPG,bf95c04ac5649763,rejected
d4fddb76d0b2663c,211,b846f7bd823c295f,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/b5f3d185-e709-4c81-b623-3c937d3da8a5___RS_HL 4451.JPG,bf95c05ac968e562,rejected
d4fddb76d0b2663c,211,75ae0b6cb539ca60,near_duplicate,d4fddb76d0b2663c,22.0,0.65625,color,soybean___healthy,Soybean___healthy/b61cd264-45b8-4685-b1ca-faeb13337bec___RS_HL 5690 1.JPG,fe1f8150cc6b8c65,rejected
d4fddb76d0b2663c,211,c5cd58f808c10f6a,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,soybean___healthy,Soybean___healthy/b844568d-8ed2-41fd-a3e9-f23637487a6b___RS_HL 3125.JPG,ff97c058cf608463,rejected
d4fddb76d0b2663c,211,6582961fca748f58,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/b8be4887-50a7-4d7d-bed7-97c1912d9d8c___RS_HL 5069.JPG,af95d45ac16cd630,rejected
d4fddb76d0b2663c,211,27fe0d7ce05c32e5,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/ba07dce8-e521-4670-ad69-119e835010fe___RS_HL 6206.JPG,bf9fd0dac060c562,rejected
d4fddb76d0b2663c,211,b47a4c2f2a72f1c6,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/ba7af1cf-c424-4e43-8611-c70b0c057ce0___RS_HL 4074.JPG,bf97c06ac5609663,rejected
d4fddb76d0b2663c,211,bcd4ca3262fcea4e,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/bc43ac1e-c679-42bc-90c7-b1374b73775a___RS_HL 3666.JPG,bf9fc04ac564d261,rejected
d4fddb76d0b2663c,211,01a8485cd936ab94,near_duplicate,d4fddb76d0b2663c,22.0,0.65625,color,soybean___healthy,Soybean___healthy/c132a970-158f-4077-9ec3-a92c8878ad43___RS_HL 3664.JPG,fa9fc158ce619462,rejected
d4fddb76d0b2663c,211,1d0be36629ad3460,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/c151e38b-15f8-45e3-bb9b-54a76e26ccaa___RS_HL 4326.JPG,bf95c04ac566d263,rejected
d4fddb76d0b2663c,211,9a941bd9032e7cb9,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,soybean___healthy,Soybean___healthy/c181432c-ea5c-484f-ab1c-21b4d27cbbfb___RS_HL 3961.JPG,ba1f874acd61a466,rejected
d4fddb76d0b2663c,211,6019555a07e85909,near_duplicate,d4fddb76d0b2663c,12.0,0.8125,color,soybean___healthy,Soybean___healthy/c196bf2c-d07a-48e9-8283-a529351b1118___RS_HL 6275.JPG,beb4d05ac96c8566,rejected
d4fddb76d0b2663c,211,8b810e887b4a98c8,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/c2dd3f9e-8cf9-4de6-832e-27978763eeea___RS_HL 5431.JPG,be9cd05acb698564,rejected
d4fddb76d0b2663c,211,7e59fe9eeec6026a,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/c3cbaac6-5596-4bce-a0ea-ff149ef5bd5c___RS_HL 4636.JPG,af9f94dac260c865,rejected
d4fddb76d0b2663c,211,1037c5e41c94496d,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/c642c062-ebf4-4afd-b286-983a7e601347___RS_HL 3925.JPG,bf97c04ac560d671,rejected
d4fddb76d0b2663c,211,be234fffc7d42c72,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/cad8c48e-1f13-4eea-b7f6-b3804ffed758___RS_HL 5525 1.JPG,be1f9158ce60ca65,rejected
d4fddb76d0b2663c,211,94cd6e453d6619b1,near_duplicate,d4fddb76d0b2663c,8.0,0.875,color,soybean___healthy,Soybean___healthy/ccc39144-2922-40ab-9b8c-2af9f4e9e836___RS_HL 4622.JPG,bf95d05ac169c760,rejected
d4fddb76d0b2663c,211,4185841627339240,near_duplicate,d4fddb76d0b2663c,12.0,0.8125,color,soybean___healthy,Soybean___healthy/cd5fbde6-c830-4cb6-a90a-761bf6520013___RS_HL 5612 1.JPG,bf97c04ac164f670,rejected
d4fddb76d0b2663c,211,8b5a89d9fcc5423f,near_duplicate,d4fddb76d0b2663c,8.0,0.875,color,soybean___healthy,Soybean___healthy/ce225768-65a5-419c-9a5b-d0351bea1636___RS_HL 4190.JPG,be95945ac169c762,rejected
d4fddb76d0b2663c,211,a3f335002d202892,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/cf618584-36d1-4c0b-86e7-6488da883d50___RS_HL 3475.JPG,bf97c06ac160d671,rejected
d4fddb76d0b2663c,211,c66dca403031ef54,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/cf9ea9fa-b6c6-412a-9b65-eac52390b5ce___RS_HL 4612.JPG,be9f814a8f61b462,rejected
d4fddb76d0b2663c,211,bbe34e5c6e9ed9b3,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/d043cf8f-761f-4bc3-aaad-ca90b976f78e___RS_HL 3067.JPG,ab97944acd64c663,rejected
d4fddb76d0b2663c,211,0b31711115e3bc8a,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/d0e555d9-22c5-45f2-bbc0-0e87d6190741___RS_HL 3368.JPG,ff9f8158ca68c461,rejected
d4fddb76d0b2663c,211,4fc789a21faa8b00,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/d2b5af34-766f-411a-b229-227ff38e1323___RS_HL 3537.JPG,af85d05fc36ac560,rejected
d4fddb76d0b2663c,211,17e262be4e82b09b,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/d306dd53-d4c6-4048-b1ff-e58aa9b240a5___RS_HL 4823.JPG,fe95c0d8c768c561,rejected
d4fddb76d0b2663c,211,6d8f592ecd641c19,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,soybean___healthy,Soybean___healthy/d41726df-07b2-4588-b384-a855ea15ed83___RS_HL 3918.JPG,fa1f8550c86bc565,rejected
d4fddb76d0b2663c,211,d7f619f5c932e501,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/d52c7953-d971-4e49-9ff6-5f3721da8a77___RS_HL 5401.JPG,ff97c058c760d470,rejected
d4fddb76d0b2663c,211,a5185e3ab9d8ec47,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/d573c27c-475e-4f03-b7df-554da20afed5___RS_HL 3575.JPG,fe8f8550ca69c561,rejected
d4fddb76d0b2663c,211,9b03894db986a843,near_duplicate,d4fddb76d0b2663c,12.0,0.8125,color,soybean___healthy,Soybean___healthy/d8e246bb-14ce-4d26-a069-f8ef1269217b___RS_HL 3590.JPG,af95d0dec368c560,rejected
d4fddb76d0b2663c,211,347d42a60c85594d,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/d9c0ef56-a1ed-4b4b-b3ac-81e8c7e6f304___RS_HL 5409.JPG,febc905ac9688566,rejected
d4fddb76d0b2663c,211,f70bc24abb9bd78e,near_duplicate,d4fddb76d0b2663c,8.0,0.875,color,soybean___healthy,Soybean___healthy/db8fc0e0-eeae-4cba-942c-6de6e3e5a134___RS_HL 5556 1.JPG,ba95d05ac16d8766,rejected
d4fddb76d0b2663c,211,da1e501c5816a2c0,near_duplicate,d4fddb76d0b2663c,4.0,0.9375,color,soybean___healthy,Soybean___healthy/dd2c720e-a184-4d25-a72e-752869d405c7___RS_HL 4461.JPG,be9c904ac32dcf34,rejected
d4fddb76d0b2663c,211,8c013038987a639a,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/e0bfb39b-820b-408a-a0ed-20051e8fd07d___RS_HL 4542.JPG,bf97c048c5e49663,rejected
d4fddb76d0b2663c,211,1355412d90e2c2c5,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/e3857933-e537-4a7d-8bcc-bdcc9bcad188___RS_HL 4564.JPG,be1f8558c761c465,rejected
d4fddb76d0b2663c,211,1c6ff57527d9144a,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,soybean___healthy,Soybean___healthy/e3b30628-2269-44c7-b2fc-43bd425a4991___RS_HL 4933.JPG,fe1f8558ca61c865,rejected
d4fddb76d0b2663c,211,8893889aed1872a1,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/e67b3438-c1bc-438d-aea3-10cf53b487bd___RS_HL 6273.JPG,beb4d058cb6d8564,rejected
d4fddb76d0b2663c,211,7955177c3ba9a8fd,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/e6dfa315-08c3-4c1b-acf9-fb0d0559c58e___RS_HL 4200.JPG,be97c148c760f472,rejected
d4fddb76d0b2663c,211,d1fe0e90747b828b,near_duplicate,d4fddb76d0b2663c,12.0,0.8125,color,soybean___healthy,Soybean___healthy/e827fd08-9df7-43a3-bf10-f2011f0c834a___RS_HL 4740.JPG,ff95d0dac06cc560,rejected
d4fddb76d0b2663c,211,3ba80544fe65f075,near_duplicate,d4fddb76d0b2663c,4.0,0.9375,color,soybean___healthy,Soybean___healthy/e9dfdda7-6ae4-4586-a9a2-1d7414540a29___RS_HL 3704.JPG,be94d04ac32dc774,rejected
d4fddb76d0b2663c,211,d237de2126b3d485,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/eb6d0eee-eea7-45ea-9855-1282cdd263e3___RS_HL 3819.JPG,bf97805ac368c761,rejected
d4fddb76d0b2663c,211,677f27cb10866635,near_duplicate,d4fddb76d0b2663c,12.0,0.8125,color,soybean___healthy,Soybean___healthy/ecaa6e95-2748-4b58-bd8c-6c33a7639366___RS_HL 4499.JPG,be95d05ac7688663,rejected
d4fddb76d0b2663c,211,c0d13377d8420418,near_duplicate,d4fddb76d0b2663c,10.0,0.84375,color,soybean___healthy,Soybean___healthy/ecfb13fb-cbfa-4755-bc9b-c9737b830758___RS_HL 4620.JPG,bb95d44ac16dc472,rejected
d4fddb76d0b2663c,211,708c6a2b531a7584,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/edd05ee9-bfe5-4c78-8c3d-025c4c56ed51___RS_HL 4805.JPG,bf9fd058c3619462,rejected
d4fddb76d0b2663c,211,480ea91a6a2ce845,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,soybean___healthy,Soybean___healthy/f0ff50ed-8dd1-4b17-903c-9d7840b054cb___RS_HL 3490.JPG,ba1f8558ce61cc65,rejected
d4fddb76d0b2663c,211,583849658af52aba,near_duplicate,d4fddb76d0b2663c,22.0,0.65625,color,soybean___healthy,Soybean___healthy/f3bb5186-980e-47f6-bc70-202dc51bd0f4___RS_HL 4489.JPG,ea1f8550d669cc65,rejected
d4fddb76d0b2663c,211,dc8b083993b07d9c,near_duplicate,d4fddb76d0b2663c,8.0,0.875,color,soybean___healthy,Soybean___healthy/f52a4845-793f-4d61-a60b-cbc314b1d657___RS_HL 5017.JPG,bf95945ac269c564,rejected
d4fddb76d0b2663c,211,d856b797de96a0a6,near_duplicate,d4fddb76d0b2663c,18.0,0.71875,color,soybean___healthy,Soybean___healthy/f66edfd0-3a2d-4b10-9a64-c9f464bd989e___RS_HL 5329.JPG,bf978158cc61d466,rejected
d4fddb76d0b2663c,211,171ec294f430a364,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/f7fb9a56-8346-42f6-b5e4-15490350b649___RS_HL 4840.JPG,bf97c04ac570c672,rejected
d4fddb76d0b2663c,211,3cf371fdfc53a10d,near_duplicate,d4fddb76d0b2663c,14.0,0.78125,color,soybean___healthy,Soybean___healthy/f84a4ac8-730b-40f2-b796-3fbf5d464ccb___RS_HL 3458.JPG,bf87d0dae168c560,rejected
d4fddb76d0b2663c,211,c26ade98d8adc1c9,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,soybean___healthy,Soybean___healthy/fbd3c90b-6714-4bb4-8aad-a21f681dbd10___RS_HL 3732.JPG,bb1f8558c669c865,rejected
d4fddb76d0b2663c,211,da9d4f79280edfb2,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/fc44a847-0708-46b8-93f3-61a133d51240___RS_HL 3909.JPG,bf9f8058cf618466,rejected
d4fddb76d0b2663c,211,c6db4318c799ecc2,near_duplicate,d4fddb76d0b2663c,16.0,0.75,color,soybean___healthy,Soybean___healthy/fc60273f-9361-41d8-9af5-51aca1e8175a___RS_HL 4170.JPG,be978158ce61d465,rejected
d4fddb76d0b2663c,211,3493c715590b09f4,near_duplicate,d4fddb76d0b2663c,12.0,0.8125,color,soybean___healthy,Soybean___healthy/ffd1a614-2a6d-4584-9c1a-2e542d7cfabf___RS_HL 5656 1.JPG,bf97805cc368c565,rejected
d4fddb76d0b2663c,211,df4aa2f799027acb,near_duplicate,d4fddb76d0b2663c,20.0,0.6875,color,tomato___late_blight,Tomato___Late_blight/952aafef-3bea-457b-aebb-1c66af1f5eb0___RS_Late.B 5020.JPG,fa94c04acde69663,rejected
b8d8d5296af3023b,2,3606b7a05acdab73,near_duplicate,b8d8d5296af3023b,4.0,0.9375,color,blueberry___healthy,Blueberry___healthy/bbb5f4ac-9750-4052-854c-13ae9c892c8a___RS_HL 0507.JPG,ea95954a996d3692,rejected
b8d8d5296af3023b,2,b8d8d5296af3023b,representative,,,1.0,color,blueberry___healthy,Blueberry___healthy/dc1d0041-ddd3-4bd4-b32b-dad33610f2cc___RS_HL 0383.JPG,eab59d42896d3692,accepted
92cd8fc864d4de2a,2,92cd8fc864d4de2a,representative,,,1.0,color,blueberry___healthy,Blueberry___healthy/d794cfbc-bfa5-4f7f-8751-e4c309f1f03b___RS_HL 0430.JPG,fa92a561968e5a9c,accepted
92cd8fc864d4de2a,2,2fa8529e7e7d39f4,near_duplicate,92cd8fc864d4de2a,4.0,0.9375,color,soybean___healthy,Soybean___healthy/69afedee-adf1-4267-9dac-cbb257b0874f___RS_HL 2740.JPG,fa938571968c5a9c,rejected
2899d6f77a5d8fe1,2,2899d6f77a5d8fe1,representative,,,1.0,color,blueberry___healthy,Blueberry___healthy/de2ad47e-a619-4fce-aeed-074dc4c359f3___RS_HL 2460.JPG,e1168e499c6f3666,accepted
2899d6f77a5d8fe1,2,f0d634fc603f04d7,near_duplicate,2899d6f77a5d8fe1,4.0,0.9375,color,tomato___spider_mites_two_spotted_spider_mite,Tomato___Spider_mites Two-spotted_spider_mite/3753178e-eee8-405a-93b3-8f34728d7210___Com.G_SpM_FL 9410.JPG,e1168e4b9c6c3667,rejected
b3bd2bf195b057c0,3,b3bd2bf195b057c0,representative,,,1.0,color,blueberry___healthy,Blueberry___healthy/e1bba6b4-45e5-4d1f-b58f-01ef97525cc6___RS_HL 2324.JPG,e94b9eb491b2a68c,accepted
b3bd2bf195b057c0,3,aa3b78373124158d,near_duplicate,b3bd2bf195b057c0,4.0,0.9375,color,cherry_including_sour___healthy,Cherry_(including_sour)___healthy/3701b877-df2b-49cd-9bb9-066dd6f2f206___JR_HL 9734.JPG,e94b9eb49132a63c,rejected
b3bd2bf195b057c0,3,9a37f9fd83aebe07,near_duplicate,b3bd2bf195b057c0,4.0,0.9375,color,tomato___tomato_mosaic_virus,Tomato___Tomato_mosaic_virus/14c21616-aa9e-4d85-8aff-bdf7f4cf3720___PSU_CG 2079.JPG,e94bde9411b3a68c,rejected
630558d0443f1f90,4,630558d0443f1f90,representative,,,1.0,color,blueberry___healthy,Blueberry___healthy/e35a63f4-5fa8-40af-9e59-a63b67801bcf___RS_HL 4996.JPG,eaca963d9136a534,accepted
630558d0443f1f90,4,3583ce6ff335659f,near_duplicate,630558d0443f1f90,4.0,0.9375,color,cherry_including_sour___healthy,Cherry_(including_sour)___healthy/0a273dc4-db45-4936-aee3-59919e1df44f___JR_HL 9805.JPG,eaca973d90368734,rejected
630558d0443f1f90,4,a77618f55e9a74b2,near_duplicate,630558d0443f1f90,8.0,0.875,color,cherry_including_sour___healthy,Cherry_(including_sour)___healthy/baa49a32-a5a5-48a0-8c1c-2c599853e460___JR_HL 3970.JPG,eaca973d90318736,rejected
630558d0443f1f90,4,f511d870c5834e55,near_duplicate,630558d0443f1f90,12.0,0.8125,color,soybean___healthy,Soybean___healthy/12bdeb55-f1c1-459e-a151-e470212afdb7___RS_HL 3400.JPG,ea4a953d9a318736,rejected
b110999381899875,2,be05dc64542ab963,near_duplicate,b110999381899875,4.0,0.9375,color,cherry_including_sour___powdery_mildew,Cherry_(including_sour)___Powdery_mildew/03132cd9-1649-4de0-aa41-de6eb60d4878___FREC_Pwd.M 0372.JPG,fb13900b836d9f64,rejected
b110999381899875,2,b110999381899875,representative,,,1.0,color,cherry_including_sour___powdery_mildew,Cherry_(including_sour)___Powdery_mildew/240240b2-ab73-4831-bd3b-da01d626f346___FREC_Pwd.M 0373.JPG,fb11901bc3699f64,accepted
717cd5ecc07a67d0,4,a0afef64af60a0ab,near_duplicate,717cd5ecc07a67d0,6.0,0.90625,color,cherry_including_sour___powdery_mildew,Cherry_(including_sour)___Powdery_mildew/176d6faf-285c-4bf0-a643-cdfa9b4c741d___FREC_Pwd.M 0348.JPG,aa57b54a9268cf25,rejected
717cd5ecc07a67d0,4,99a5cfa32c359643,near_duplicate,717cd5ecc07a67d0,4.0,0.9375,color,cherry_including_sour___powdery_mildew,Cherry_(including_sour)___Powdery_mildew/341d8850-26e0-4ac5-a560-da2be3fc4b24___FREC_Pwd.M 0349.JPG,aa17b54a9269cf25,rejected
